Employment,Country,EdLevel,Age,Gender,YearsCodePro,Salary
1.0,16.0,1.0,1.0,0.0,3.0,17818.0
1.0,10.0,3.0,1.0,0.0,7.0,37456.0
0.0,2.0,1.0,2.0,0.0,12.0,180000.0
1.0,2.0,8.0,1.0,0.0,10.0,102102.0
1.0,15.0,1.0,2.0,0.0,15.0,95000.0
1.0,3.0,3.0,1.0,0.0,8.0,56211.0
1.0,3.0,3.0,2.0,0.0,17.0,86478.0
1.0,16.0,3.0,0.0,0.0,1.0,12240.0
1.0,14.0,1.0,1.0,0.0,2.0,41363.0
1.0,6.0,1.0,1.0,0.0,4.0,14268.0
1.0,5.0,1.0,1.0,2.0,5.0,20943.0
1.0,5.0,1.0,0.0,0.0,3.0,8377.0
1.0,2.0,1.0,1.0,0.0,3.0,30852.0
1.0,16.0,2.0,4.0,0.0,34.0,138936.0
1.0,4.0,8.0,1.0,0.0,13.0,65940.0
0.0,3.0,1.0,1.0,0.0,12.0,51887.0
1.0,1.0,5.0,0.0,0.0,5.0,21996.0
1.0,11.0,0.0,2.0,0.0,8.0,67500.0
3.0,16.0,1.0,1.0,0.0,3.0,4200.0
1.0,11.0,1.0,1.0,0.0,4.0,49092.0
1.0,11.0,8.0,1.0,0.0,5.0,37920.0
1.0,16.0,1.0,0.0,0.0,2.0,11016.0
1.0,16.0,3.0,1.0,0.0,4.0,90312.0
1.0,15.0,3.0,1.0,0.0,2.0,167000.0
1.0,3.0,3.0,1.0,0.0,3.0,51888.0
1.0,16.0,1.0,0.0,1.0,2.0,26016.0
1.0,8.0,3.0,2.0,0.0,14.0,70464.0
1.0,15.0,1.0,2.0,0.0,2.0,94577.0
1.0,14.0,2.0,2.0,0.0,14.0,118919.0
0.0,13.0,8.0,0.0,0.0,1.0,9864.0
1.0,15.0,8.0,1.0,0.0,10.0,130000.0
1.0,15.0,1.0,0.0,0.0,0.5,60000.0
1.0,11.0,3.0,2.0,0.0,14.0,79776.0
1.0,16.0,1.0,1.0,0.0,6.0,7392.0
3.0,7.0,1.0,2.0,0.0,14.0,51888.0
1.0,16.0,3.0,4.0,0.0,26.0,51888.0
1.0,5.0,1.0,1.0,0.0,5.0,13956.0
1.0,15.0,1.0,2.0,0.0,15.0,140000.0
1.0,4.0,1.0,2.0,0.0,12.0,97288.0
1.0,4.0,3.0,2.0,0.0,4.0,86478.0
1.0,13.0,1.0,1.0,0.0,3.0,18348.0
1.0,15.0,1.0,1.0,0.0,4.0,90000.0
1.0,16.0,1.0,1.0,0.0,2.0,15384.0
1.0,16.0,1.0,2.0,0.0,16.0,100000.0
1.0,5.0,3.0,1.0,0.0,3.0,13962.0
1.0,0.0,1.0,1.0,2.0,8.0,60129.0
1.0,3.0,3.0,2.0,0.0,13.0,118908.0
0.0,14.0,7.0,1.0,0.0,10.0,80000.0
1.0,4.0,3.0,2.0,0.0,14.0,64860.0
3.0,12.0,5.0,0.0,0.0,4.0,87418.0
1.0,13.0,1.0,2.0,0.0,12.0,36000.0
1.0,16.0,1.0,1.0,0.0,6.0,79843.0
1.0,16.0,1.0,1.0,0.0,9.0,125698.0
1.0,4.0,3.0,1.0,0.0,1.0,58373.0
1.0,4.0,3.0,1.0,0.0,1.0,47563.0
1.0,7.0,7.0,3.0,0.0,10.0,75669.0
0.0,15.0,5.0,3.0,0.0,14.0,30000.0
3.0,16.0,1.0,0.0,0.0,5.0,4236.0
1.0,8.0,1.0,0.0,0.0,1.0,21864.0
1.0,11.0,1.0,3.0,0.0,25.0,58176.0
1.0,14.0,1.0,1.0,0.0,8.0,103408.0
1.0,5.0,1.0,0.0,0.0,2.0,10056.0
1.0,5.0,1.0,1.0,0.0,1.0,5664.0
1.0,14.0,8.0,0.0,0.0,1.0,30376.0
1.0,9.0,8.0,2.0,0.0,15.0,54000.0
0.0,1.0,8.0,1.0,0.0,8.0,49476.0
1.0,5.0,1.0,0.0,0.0,3.0,16754.0
1.0,0.0,1.0,3.0,0.0,33.0,100214.0
1.0,15.0,1.0,0.0,2.0,2.0,84000.0
1.0,15.0,1.0,0.0,0.0,2.0,99000.0
0.0,14.0,3.0,2.0,0.0,19.0,24816.0
1.0,15.0,1.0,1.0,0.0,5.0,161000.0
1.0,12.0,5.0,3.0,0.0,18.0,121980.0
0.0,16.0,1.0,3.0,2.0,10.0,21600.0
1.0,2.0,3.0,2.0,2.0,22.0,95295.0
1.0,1.0,1.0,0.0,0.0,4.0,16488.0
1.0,16.0,3.0,1.0,0.0,5.0,32429.0
1.0,16.0,8.0,2.0,0.0,8.0,48036.0
1.0,16.0,2.0,2.0,1.0,5.0,64859.0
1.0,16.0,1.0,1.0,0.0,5.0,25872.0
1.0,12.0,1.0,2.0,0.0,15.0,122995.0
1.0,10.0,2.0,1.0,0.0,4.0,36753.0
1.0,16.0,8.0,0.0,0.0,2.0,8568.0
1.0,7.0,1.0,1.0,0.0,5.0,51888.0
1.0,14.0,8.0,3.0,0.0,36.0,54288.0
1.0,4.0,8.0,2.0,0.0,16.0,59454.0
0.0,16.0,1.0,0.0,0.0,2.0,34584.0
1.0,10.0,5.0,3.0,0.0,21.0,50698.0
1.0,16.0,5.0,1.0,0.0,7.0,37632.0
0.0,14.0,7.0,3.0,0.0,26.0,84019.0
1.0,15.0,3.0,3.0,2.0,5.0,85000.0
0.0,16.0,1.0,2.0,0.0,13.0,32424.0
1.0,16.0,1.0,1.0,0.0,5.0,57501.0
1.0,9.0,1.0,0.0,0.0,2.0,20760.0
1.0,16.0,1.0,0.0,0.0,2.0,22584.0
1.0,5.0,3.0,2.0,0.0,10.0,20943.0
1.0,16.0,8.0,1.0,1.0,1.0,51790.0
1.0,16.0,1.0,1.0,0.0,4.0,78156.0
1.0,15.0,8.0,2.0,0.0,17.0,131500.0
1.0,4.0,1.0,1.0,0.0,4.0,56211.0
1.0,14.0,1.0,1.0,0.0,10.0,134430.0
0.0,11.0,3.0,3.0,1.0,22.0,104316.0
1.0,13.0,8.0,2.0,0.0,17.0,29580.0
1.0,15.0,3.0,1.0,0.0,2.0,67000.0
1.0,5.0,1.0,1.0,2.0,3.0,11867.0
1.0,15.0,1.0,2.0,0.0,22.0,135000.0
1.0,7.0,3.0,2.0,2.0,6.0,51347.0
0.0,16.0,2.0,2.0,1.0,12.0,200000.0
1.0,3.0,1.0,1.0,0.0,7.0,56211.0
1.0,15.0,1.0,1.0,0.0,3.0,121933.0
1.0,16.0,1.0,2.0,0.0,18.0,71446.0
1.0,5.0,3.0,1.0,0.0,3.0,5028.0
1.0,16.0,1.0,2.0,0.0,13.0,107460.0
1.0,3.0,3.0,2.0,0.0,15.0,75669.0
1.0,5.0,3.0,1.0,0.0,6.0,9913.0
1.0,5.0,1.0,1.0,0.0,3.0,12060.0
3.0,4.0,7.0,0.0,0.0,4.0,53184.0
1.0,16.0,1.0,1.0,0.0,6.0,25000.0
0.0,16.0,3.0,2.0,0.0,10.0,67548.0
1.0,10.0,1.0,1.0,0.0,6.0,28536.0
0.0,8.0,3.0,1.0,0.0,5.0,68892.0
1.0,15.0,1.0,4.0,0.0,40.0,180000.0
1.0,16.0,3.0,2.0,0.0,11.0,36000.0
1.0,16.0,2.0,3.0,0.0,25.0,75669.0
1.0,4.0,3.0,1.0,0.0,6.0,53000.0
1.0,16.0,1.0,0.0,0.0,3.0,35628.0
1.0,16.0,3.0,2.0,0.0,8.0,82854.0
1.0,5.0,3.0,1.0,0.0,8.0,48866.0
1.0,14.0,1.0,2.0,0.0,21.0,109871.0
1.0,15.0,3.0,2.0,1.0,11.0,105000.0
0.0,1.0,1.0,1.0,0.0,7.0,27492.0
1.0,16.0,1.0,1.0,2.0,4.0,17148.0
1.0,15.0,3.0,3.0,0.0,25.0,145000.0
1.0,16.0,1.0,1.0,0.0,5.0,19776.0
1.0,11.0,1.0,1.0,0.0,0.5,39276.0
1.0,15.0,3.0,3.0,0.0,17.0,150000.0
1.0,15.0,2.0,1.0,0.0,4.0,120000.0
1.0,14.0,2.0,2.0,0.0,15.0,62040.0
0.0,16.0,7.0,0.0,0.0,5.0,16560.0
1.0,16.0,1.0,1.0,0.0,5.0,9480.0
0.0,1.0,3.0,1.0,0.0,6.0,38484.0
1.0,15.0,3.0,1.0,2.0,3.0,115000.0
3.0,6.0,1.0,1.0,0.0,2.0,9084.0
1.0,16.0,1.0,0.0,0.0,5.0,24180.0
1.0,5.0,1.0,1.0,0.0,4.0,4020.0
1.0,16.0,1.0,0.0,0.0,2.0,12000.0
1.0,5.0,1.0,1.0,0.0,6.0,11728.0
1.0,16.0,1.0,1.0,0.0,3.0,19512.0
1.0,6.0,1.0,3.0,0.0,16.0,41077.0
1.0,5.0,3.0,0.0,0.0,3.0,19546.0
0.0,8.0,7.0,1.0,0.0,2.0,57000.0
1.0,16.0,1.0,1.0,0.0,4.0,51888.0
1.0,15.0,8.0,3.0,0.0,32.0,80000.0
1.0,13.0,1.0,0.0,0.0,3.0,23664.0
1.0,16.0,1.0,1.0,0.0,2.0,18912.0
1.0,3.0,3.0,1.0,0.0,2.0,39996.0
1.0,15.0,1.0,2.0,0.0,2.0,65000.0
1.0,16.0,7.0,3.0,0.0,35.0,108548.0
1.0,4.0,3.0,1.0,0.0,6.0,105936.0
0.0,0.0,2.0,2.0,0.0,6.0,133619.0
0.0,16.0,1.0,2.0,0.0,7.0,5700.0
1.0,9.0,3.0,1.0,0.0,14.0,49068.0
1.0,7.0,3.0,3.0,0.0,23.0,75669.0
1.0,16.0,1.0,1.0,0.0,3.0,33612.0
1.0,5.0,3.0,1.0,0.0,3.0,11169.0
1.0,11.0,1.0,2.0,0.0,8.0,56460.0
3.0,4.0,8.0,3.0,0.0,33.0,51240.0
1.0,16.0,1.0,1.0,0.0,2.0,5940.0
1.0,14.0,3.0,2.0,0.0,16.0,109871.0
1.0,16.0,1.0,1.0,0.0,5.0,17100.0
1.0,16.0,1.0,2.0,0.0,10.0,5256.0
1.0,1.0,1.0,1.0,2.0,3.0,16488.0
1.0,2.0,1.0,1.0,0.0,19.0,102102.0
1.0,15.0,0.0,1.0,0.0,5.0,190000.0
1.0,16.0,8.0,1.0,0.0,4.0,7572.0
1.0,16.0,1.0,1.0,0.0,4.0,36000.0
1.0,4.0,0.0,1.0,0.0,12.0,64859.0
1.0,1.0,7.0,0.0,0.0,2.0,14889.0
1.0,16.0,1.0,1.0,0.0,4.0,4668.0
0.0,16.0,3.0,1.0,0.0,5.0,38484.0
1.0,2.0,1.0,1.0,2.0,8.0,69581.0
1.0,16.0,1.0,1.0,0.0,8.0,129588.0
1.0,6.0,7.0,2.0,0.0,16.0,51887.0
1.0,2.0,1.0,0.0,0.0,1.0,60505.0
1.0,2.0,1.0,1.0,0.0,11.0,90758.0
1.0,8.0,3.0,1.0,0.0,3.0,63792.0
1.0,15.0,1.0,2.0,0.0,15.0,175000.0
1.0,15.0,1.0,0.0,2.0,2.0,81500.0
1.0,4.0,5.0,3.0,0.0,19.0,71340.0
1.0,16.0,8.0,0.0,0.0,2.0,15852.0
1.0,16.0,1.0,1.0,0.0,5.0,7788.0
0.0,11.0,3.0,2.0,0.0,3.0,76700.0
1.0,6.0,8.0,1.0,0.0,10.0,60535.0
0.0,8.0,3.0,1.0,0.0,4.0,22776.0
1.0,3.0,3.0,1.0,0.0,6.0,71472.0
1.0,9.0,1.0,2.0,0.0,13.0,56616.0
1.0,4.0,3.0,1.0,0.0,0.5,46698.0
1.0,10.0,1.0,0.0,0.0,11.0,34591.0
1.0,1.0,1.0,1.0,0.0,10.0,34356.0
1.0,5.0,1.0,1.0,0.0,9.0,57243.0
1.0,15.0,1.0,2.0,0.0,6.0,127000.0
1.0,16.0,1.0,1.0,0.0,2.0,12864.0
1.0,8.0,3.0,1.0,0.0,4.0,45564.0
1.0,15.0,1.0,1.0,0.0,0.5,105000.0
1.0,16.0,3.0,1.0,0.0,3.0,92052.0
3.0,7.0,1.0,0.0,0.0,4.0,19452.0
1.0,3.0,0.0,1.0,0.0,5.0,35672.0
1.0,15.0,3.0,1.0,1.0,4.0,140000.0
0.0,16.0,1.0,1.0,0.0,9.0,46140.0
1.0,16.0,8.0,1.0,0.0,3.0,12360.0
1.0,15.0,1.0,2.0,0.0,20.0,185000.0
1.0,16.0,1.0,1.0,0.0,3.0,28500.0
1.0,15.0,1.0,2.0,0.0,16.0,150000.0
1.0,15.0,8.0,1.0,0.0,12.0,190000.0
0.0,6.0,1.0,2.0,0.0,11.0,58368.0
1.0,16.0,3.0,1.0,0.0,2.0,51112.0
1.0,15.0,3.0,1.0,0.0,3.0,135000.0
1.0,16.0,1.0,4.0,0.0,38.0,36000.0
1.0,2.0,1.0,1.0,2.0,0.5,91514.0
1.0,15.0,1.0,1.0,0.0,13.0,125000.0
0.0,16.0,3.0,1.0,0.0,4.0,129720.0
1.0,15.0,7.0,1.0,0.0,6.0,75000.0
0.0,16.0,1.0,1.0,0.0,5.0,11112.0
1.0,6.0,8.0,1.0,0.0,7.0,35672.0
1.0,7.0,1.0,2.0,0.0,6.0,42612.0
1.0,16.0,1.0,1.0,0.0,7.0,48000.0
1.0,16.0,1.0,2.0,0.0,15.0,75669.0
1.0,16.0,1.0,1.0,0.0,3.0,44400.0
1.0,16.0,1.0,0.0,2.0,3.0,15432.0
1.0,7.0,1.0,1.0,0.0,9.0,135123.0
1.0,5.0,3.0,1.0,0.0,5.0,16752.0
1.0,15.0,2.0,1.0,0.0,5.0,75000.0
1.0,15.0,1.0,3.0,0.0,25.0,97000.0
0.0,5.0,1.0,1.0,0.0,5.0,50000.0
1.0,16.0,3.0,1.0,0.0,7.0,54049.0
1.0,9.0,1.0,2.0,0.0,19.0,24540.0
1.0,1.0,3.0,2.0,0.0,25.0,32988.0
1.0,2.0,1.0,0.0,0.0,4.0,49160.0
1.0,14.0,1.0,1.0,0.0,6.0,58167.0
1.0,14.0,1.0,2.0,0.0,12.0,80141.0
1.0,16.0,1.0,1.0,0.0,4.0,16956.0
1.0,7.0,8.0,2.0,0.0,14.0,48644.0
1.0,5.0,1.0,1.0,0.0,4.0,13962.0
1.0,15.0,2.0,2.0,0.0,8.0,200000.0
1.0,14.0,3.0,1.0,0.0,10.0,96945.0
1.0,15.0,1.0,3.0,0.0,24.0,200000.0
0.0,13.0,3.0,1.0,0.0,2.0,4932.0
0.0,16.0,8.0,2.0,0.0,15.0,36372.0
1.0,16.0,1.0,0.0,0.0,1.0,31044.0
1.0,15.0,8.0,1.0,0.0,5.0,80000.0
0.0,16.0,8.0,2.0,0.0,6.0,51888.0
1.0,15.0,0.0,3.0,0.0,20.0,200000.0
1.0,15.0,8.0,3.0,0.0,28.0,150000.0
0.0,3.0,3.0,2.0,0.0,10.0,97288.0
1.0,16.0,3.0,1.0,0.0,7.0,38916.0
1.0,16.0,0.0,1.0,0.0,0.5,15960.0
1.0,15.0,3.0,3.0,0.0,20.0,165000.0
1.0,16.0,3.0,2.0,0.0,23.0,75669.0
3.0,5.0,1.0,0.0,0.0,2.0,6696.0
1.0,6.0,3.0,2.0,0.0,9.0,43238.0
1.0,16.0,6.0,1.0,0.0,10.0,98185.0
1.0,16.0,3.0,1.0,0.0,5.0,27241.0
1.0,16.0,3.0,0.0,0.0,3.0,12720.0
1.0,15.0,1.0,1.0,0.0,5.0,120000.0
1.0,9.0,1.0,1.0,0.0,5.0,28308.0
1.0,16.0,8.0,2.0,0.0,22.0,52800.0
1.0,16.0,3.0,1.0,0.0,6.0,55833.0
1.0,15.0,3.0,5.0,0.0,9.0,172000.0
1.0,2.0,3.0,5.0,0.0,42.0,45379.0
1.0,15.0,3.0,1.0,1.0,1.0,65000.0
1.0,16.0,0.0,1.0,0.0,7.0,7272.0
1.0,16.0,3.0,4.0,0.0,20.0,47917.0
1.0,11.0,8.0,2.0,0.0,24.0,66276.0
1.0,14.0,1.0,1.0,0.0,10.0,63854.0
1.0,5.0,1.0,1.0,0.0,2.0,5028.0
1.0,1.0,3.0,1.0,0.0,10.0,16488.0
1.0,15.0,1.0,1.0,0.0,10.0,150000.0
1.0,15.0,3.0,4.0,0.0,17.0,180000.0
1.0,16.0,1.0,1.0,0.0,4.0,26388.0
3.0,16.0,1.0,0.0,2.0,1.0,12012.0
1.0,3.0,3.0,2.0,0.0,11.0,77831.0
1.0,15.0,3.0,2.0,0.0,9.0,100000.0
1.0,0.0,1.0,1.0,0.0,3.0,53448.0
1.0,4.0,7.0,0.0,0.0,3.0,39036.0
1.0,2.0,3.0,1.0,0.0,6.0,36300.0
3.0,7.0,1.0,0.0,0.0,4.0,15564.0
0.0,7.0,3.0,1.0,0.0,3.0,31128.0
1.0,11.0,3.0,3.0,0.0,17.0,49093.0
1.0,16.0,3.0,2.0,0.0,14.0,58454.0
0.0,14.0,3.0,1.0,0.0,8.0,58167.0
3.0,4.0,3.0,3.0,0.0,22.0,81074.0
1.0,15.0,1.0,2.0,0.0,16.0,150000.0
0.0,16.0,7.0,0.0,0.0,2.0,36372.0
1.0,2.0,1.0,2.0,0.0,20.0,65799.0
1.0,16.0,8.0,2.0,0.0,18.0,70108.0
1.0,16.0,3.0,3.0,0.0,26.0,35280.0
3.0,6.0,1.0,0.0,0.0,1.0,12972.0
3.0,16.0,8.0,2.0,0.0,25.0,38916.0
1.0,16.0,1.0,2.0,0.0,11.0,62697.0
1.0,16.0,1.0,0.0,0.0,2.0,11904.0
1.0,5.0,3.0,1.0,0.0,11.0,41880.0
1.0,5.0,1.0,0.0,0.0,1.0,6283.0
1.0,2.0,8.0,0.0,0.0,0.5,22700.0
1.0,15.0,1.0,1.0,0.0,1.0,70000.0
0.0,1.0,8.0,0.0,0.0,4.0,43980.0
1.0,2.0,4.0,0.0,0.0,4.0,39328.0
1.0,5.0,3.0,1.0,0.0,9.0,11169.0
1.0,16.0,8.0,2.0,0.0,16.0,42432.0
1.0,16.0,3.0,3.0,0.0,26.0,81074.0
1.0,5.0,1.0,0.0,0.0,2.0,13962.0
1.0,16.0,1.0,1.0,0.0,4.0,12096.0
1.0,14.0,1.0,1.0,1.0,4.0,51704.0
1.0,15.0,1.0,2.0,0.0,20.0,95000.0
1.0,4.0,1.0,2.0,0.0,4.0,60535.0
1.0,14.0,1.0,1.0,0.0,5.0,68507.0
1.0,5.0,3.0,0.0,0.0,2.0,27923.0
1.0,16.0,0.0,0.0,0.0,1.0,8592.0
1.0,16.0,1.0,2.0,0.0,5.0,14676.0
1.0,16.0,1.0,1.0,0.0,5.0,54276.0
1.0,16.0,3.0,2.0,0.0,15.0,95520.0
1.0,16.0,8.0,0.0,0.0,3.0,9432.0
3.0,4.0,3.0,2.0,0.0,16.0,77831.0
0.0,4.0,8.0,1.0,0.0,10.0,103776.0
1.0,15.0,1.0,1.0,0.0,8.0,130000.0
0.0,16.0,3.0,1.0,0.0,10.0,90000.0
1.0,3.0,2.0,1.0,0.0,3.0,34591.0
1.0,3.0,3.0,1.0,0.0,10.0,40044.0
1.0,3.0,3.0,1.0,0.0,9.0,59454.0
1.0,16.0,8.0,1.0,0.0,5.0,78156.0
1.0,4.0,3.0,1.0,0.0,5.0,57072.0
0.0,16.0,1.0,1.0,0.0,8.0,200000.0
1.0,15.0,1.0,0.0,2.0,3.0,96000.0
1.0,2.0,1.0,3.0,0.0,15.0,113447.0
1.0,1.0,8.0,1.0,0.0,5.0,43980.0
1.0,4.0,3.0,1.0,0.0,14.0,86478.0
1.0,14.0,1.0,1.0,0.0,14.0,52996.0
1.0,14.0,3.0,2.0,0.0,25.0,129259.0
1.0,15.0,1.0,1.0,0.0,6.0,120000.0
1.0,1.0,1.0,2.0,0.0,17.0,27492.0
1.0,16.0,8.0,1.0,0.0,1.0,13260.0
0.0,5.0,1.0,2.0,0.0,8.0,42000.0
1.0,14.0,1.0,1.0,0.0,10.0,96945.0
1.0,16.0,1.0,0.0,0.0,4.0,48936.0
1.0,16.0,1.0,1.0,0.0,3.0,38784.0
1.0,16.0,1.0,1.0,0.0,3.0,98064.0
1.0,7.0,1.0,2.0,0.0,15.0,55776.0
1.0,15.0,8.0,1.0,0.0,4.0,130000.0
1.0,16.0,7.0,1.0,0.0,4.0,20016.0
1.0,7.0,7.0,1.0,2.0,5.0,75669.0
3.0,15.0,7.0,1.0,0.0,1.0,15600.0
1.0,3.0,5.0,2.0,0.0,3.0,54049.0
1.0,16.0,1.0,1.0,0.0,6.0,105072.0
3.0,16.0,4.0,3.0,0.0,20.0,64860.0
1.0,15.0,1.0,2.0,0.0,8.0,190000.0
1.0,2.0,0.0,1.0,0.0,10.0,90758.0
1.0,15.0,1.0,1.0,0.0,10.0,115000.0
1.0,3.0,4.0,1.0,0.0,2.0,25944.0
1.0,15.0,1.0,4.0,0.0,35.0,120000.0
1.0,10.0,1.0,2.0,0.0,5.0,48644.0
1.0,7.0,8.0,2.0,0.0,18.0,66156.0
1.0,11.0,3.0,2.0,1.0,12.0,71796.0
1.0,15.0,1.0,1.0,0.0,8.0,200000.0
1.0,16.0,8.0,1.0,0.0,3.0,50806.0
1.0,5.0,1.0,0.0,0.0,6.0,4188.0
1.0,9.0,8.0,2.0,0.0,5.0,42468.0
1.0,6.0,3.0,1.0,0.0,5.0,27240.0
1.0,15.0,1.0,1.0,0.0,3.0,70000.0
1.0,15.0,3.0,0.0,0.0,3.0,95000.0
1.0,16.0,3.0,2.0,0.0,8.0,120000.0
1.0,8.0,3.0,1.0,0.0,7.0,51636.0
1.0,16.0,3.0,1.0,0.0,2.0,23508.0
1.0,5.0,1.0,0.0,0.0,2.0,10820.0
0.0,16.0,1.0,2.0,0.0,10.0,103774.0
1.0,16.0,8.0,2.0,0.0,17.0,102468.0
1.0,10.0,8.0,1.0,0.0,5.0,29186.0
1.0,1.0,1.0,1.0,0.0,4.0,24744.0
1.0,16.0,8.0,1.0,0.0,6.0,84000.0
1.0,5.0,1.0,0.0,0.0,2.0,4188.0
0.0,15.0,1.0,2.0,0.0,22.0,200000.0
1.0,15.0,1.0,1.0,0.0,2.0,60000.0
1.0,4.0,2.0,2.0,1.0,12.0,61746.0
1.0,4.0,5.0,4.0,0.0,12.0,118908.0
1.0,15.0,3.0,2.0,0.0,17.0,174000.0
1.0,15.0,3.0,2.0,0.0,21.0,125000.0
1.0,4.0,1.0,2.0,0.0,11.0,86478.0
1.0,15.0,3.0,0.0,0.0,0.5,110500.0
1.0,6.0,3.0,2.0,0.0,6.0,40212.0
1.0,1.0,8.0,0.0,0.0,2.0,27488.0
1.0,16.0,3.0,3.0,0.0,21.0,97645.0
0.0,4.0,3.0,3.0,0.0,29.0,129720.0
1.0,15.0,1.0,1.0,0.0,10.0,110000.0
1.0,11.0,3.0,3.0,1.0,22.0,76092.0
1.0,15.0,1.0,1.0,0.0,5.0,145000.0
1.0,15.0,1.0,1.0,0.0,13.0,150000.0
1.0,1.0,1.0,1.0,0.0,5.0,28860.0
1.0,15.0,1.0,1.0,0.0,8.0,150000.0
1.0,16.0,3.0,1.0,0.0,4.0,79843.0
1.0,16.0,5.0,1.0,0.0,1.0,24084.0
1.0,14.0,8.0,3.0,0.0,22.0,116333.0
1.0,0.0,3.0,2.0,0.0,10.0,93533.0
1.0,15.0,1.0,1.0,0.0,8.0,129000.0
1.0,3.0,3.0,1.0,0.0,2.0,38915.0
1.0,3.0,3.0,1.0,0.0,5.0,32424.0
1.0,14.0,1.0,2.0,2.0,5.0,104700.0
1.0,16.0,1.0,2.0,0.0,10.0,59454.0
1.0,16.0,3.0,1.0,0.0,7.0,77832.0
1.0,16.0,1.0,1.0,0.0,4.0,16920.0
1.0,16.0,7.0,2.0,0.0,24.0,144730.0
1.0,16.0,1.0,1.0,0.0,2.0,39612.0
1.0,16.0,1.0,0.0,0.0,5.0,22872.0
0.0,10.0,3.0,1.0,0.0,6.0,11676.0
1.0,3.0,3.0,1.0,0.0,6.0,70320.0
1.0,5.0,3.0,1.0,0.0,10.0,49564.0
1.0,15.0,1.0,1.0,0.0,9.0,135000.0
1.0,5.0,1.0,0.0,0.0,3.0,27312.0
1.0,3.0,3.0,1.0,0.0,4.0,33732.0
1.0,16.0,1.0,1.0,0.0,5.0,11856.0
1.0,8.0,3.0,2.0,0.0,12.0,45564.0
1.0,3.0,3.0,0.0,0.0,9.0,35672.0
1.0,16.0,1.0,3.0,0.0,27.0,89446.0
1.0,15.0,3.0,1.0,0.0,7.0,190000.0
1.0,12.0,7.0,0.0,0.0,3.0,14028.0
1.0,9.0,3.0,1.0,0.0,2.0,8496.0
1.0,16.0,1.0,0.0,0.0,5.0,12000.0
1.0,5.0,1.0,1.0,0.0,6.0,34904.0
1.0,4.0,3.0,1.0,0.0,7.0,61616.0
1.0,16.0,3.0,2.0,0.0,7.0,10524.0
1.0,16.0,8.0,2.0,0.0,9.0,45396.0
1.0,16.0,1.0,2.0,0.0,14.0,68362.0
1.0,15.0,1.0,2.0,0.0,5.0,110000.0
1.0,16.0,3.0,1.0,0.0,7.0,4750.0
1.0,15.0,1.0,1.0,1.0,2.0,80000.0
1.0,15.0,7.0,2.0,0.0,8.0,140000.0
0.0,1.0,2.0,1.0,0.0,0.5,61616.0
1.0,16.0,1.0,0.0,2.0,2.0,22212.0
0.0,14.0,1.0,2.0,0.0,16.0,135722.0
1.0,16.0,1.0,0.0,0.0,1.0,8364.0
1.0,15.0,1.0,4.0,0.0,41.0,150000.0
1.0,16.0,3.0,2.0,0.0,22.0,67872.0
1.0,15.0,8.0,1.0,2.0,3.0,70000.0
1.0,10.0,0.0,0.0,0.0,2.0,51887.0
1.0,15.0,1.0,1.0,0.0,6.0,115000.0
1.0,15.0,1.0,0.0,0.0,5.0,75000.0
1.0,7.0,3.0,3.0,0.0,21.0,77832.0
0.0,8.0,8.0,1.0,0.0,5.0,60744.0
1.0,1.0,1.0,1.0,0.0,3.0,9624.0
1.0,15.0,1.0,0.0,0.0,1.0,143000.0
1.0,4.0,1.0,0.0,0.0,3.0,43239.0
1.0,16.0,1.0,1.0,0.0,8.0,71943.0
1.0,2.0,3.0,1.0,0.0,8.0,80169.0
1.0,15.0,1.0,2.0,0.0,17.0,100000.0
1.0,15.0,2.0,4.0,0.0,20.0,120000.0
1.0,7.0,3.0,1.0,0.0,5.0,53184.0
1.0,11.0,4.0,2.0,0.0,7.0,52776.0
1.0,15.0,0.0,2.0,0.0,11.0,116000.0
1.0,5.0,1.0,2.0,0.0,15.0,26808.0
3.0,8.0,7.0,0.0,1.0,3.0,31896.0
1.0,2.0,1.0,1.0,0.0,4.0,105884.0
1.0,16.0,3.0,1.0,0.0,7.0,53184.0
1.0,9.0,3.0,0.0,0.0,3.0,34920.0
1.0,5.0,1.0,1.0,0.0,6.0,10751.0
1.0,15.0,1.0,0.0,0.0,3.0,68000.0
0.0,3.0,3.0,1.0,0.0,9.0,96945.0
1.0,15.0,8.0,2.0,0.0,15.0,183000.0
1.0,14.0,8.0,0.0,0.0,3.0,21600.0
1.0,5.0,3.0,1.0,0.0,0.5,5026.0
1.0,13.0,1.0,0.0,0.0,3.0,19728.0
1.0,14.0,1.0,1.0,2.0,2.0,27144.0
1.0,16.0,1.0,1.0,0.0,3.0,6588.0
1.0,16.0,3.0,1.0,0.0,8.0,24672.0
0.0,16.0,1.0,1.0,0.0,1.0,60000.0
1.0,8.0,3.0,1.0,0.0,6.0,45564.0
1.0,4.0,7.0,0.0,0.0,3.0,32424.0
1.0,15.0,3.0,3.0,0.0,26.0,167000.0
1.0,4.0,1.0,2.0,0.0,15.0,81074.0
1.0,16.0,3.0,1.0,1.0,0.5,59342.0
1.0,14.0,0.0,2.0,0.0,20.0,116333.0
1.0,5.0,3.0,2.0,0.0,12.0,30716.0
1.0,16.0,0.0,1.0,0.0,4.0,16812.0
1.0,14.0,8.0,0.0,0.0,0.5,23267.0
1.0,15.0,3.0,4.0,0.0,36.0,140000.0
