Employment,Country,EdLevel,Age,Gender,YearsCodePro,Salary
1.0,4.0,1.0,2.0,0.0,15.0,81074.0
1.0,15.0,8.0,2.0,0.0,12.0,125000.0
1.0,5.0,1.0,1.0,1.0,2.0,7000.0
0.0,6.0,3.0,4.0,0.0,29.0,64859.0
3.0,16.0,1.0,0.0,0.0,2.0,10380.0
1.0,16.0,1.0,1.0,0.0,2.0,16008.0
1.0,15.0,1.0,3.0,0.0,31.0,130000.0
1.0,16.0,1.0,1.0,0.0,7.0,10596.0
0.0,16.0,8.0,0.0,0.0,3.0,103932.0
1.0,5.0,1.0,1.0,0.0,12.0,20244.0
1.0,8.0,1.0,1.0,0.0,5.0,45564.0
1.0,16.0,1.0,1.0,0.0,3.0,14088.0
1.0,16.0,7.0,0.0,0.0,2.0,29343.0
3.0,15.0,0.0,0.0,0.0,1.0,96000.0
1.0,14.0,8.0,1.0,0.0,5.0,60493.0
1.0,16.0,1.0,1.0,0.0,0.5,10812.0
1.0,14.0,7.0,1.0,0.0,5.0,129259.0
1.0,16.0,3.0,2.0,0.0,8.0,96000.0
0.0,16.0,8.0,2.0,0.0,14.0,42000.0
1.0,15.0,7.0,1.0,2.0,14.0,125000.0
1.0,16.0,3.0,2.0,0.0,21.0,94572.0
1.0,13.0,1.0,1.0,0.0,8.0,49308.0
1.0,5.0,3.0,2.0,0.0,10.0,25128.0
1.0,8.0,1.0,0.0,2.0,2.0,27336.0
1.0,16.0,1.0,1.0,0.0,4.0,18540.0
1.0,15.0,3.0,1.0,0.0,8.0,78000.0
1.0,15.0,0.0,0.0,1.0,1.0,36000.0
1.0,16.0,1.0,1.0,0.0,13.0,80064.0
1.0,13.0,1.0,1.0,0.0,8.0,47340.0
1.0,15.0,1.0,1.0,0.0,2.0,130000.0
1.0,14.0,7.0,0.0,0.0,8.0,71093.0
1.0,15.0,1.0,0.0,0.0,3.0,90000.0
1.0,11.0,8.0,1.0,0.0,11.0,52776.0
1.0,15.0,1.0,1.0,0.0,3.0,82000.0
1.0,16.0,8.0,1.0,0.0,6.0,51112.0
1.0,2.0,1.0,1.0,0.0,5.0,92000.0
1.0,4.0,1.0,1.0,0.0,4.0,51888.0
1.0,9.0,1.0,0.0,0.0,2.0,31236.0
1.0,15.0,1.0,1.0,0.0,12.0,100000.0
1.0,5.0,1.0,1.0,0.0,3.0,11169.0
3.0,4.0,1.0,0.0,0.0,2.0,22836.0
1.0,13.0,1.0,1.0,2.0,5.0,16368.0
1.0,15.0,1.0,1.0,0.0,11.0,80000.0
1.0,5.0,1.0,1.0,2.0,3.0,10056.0
1.0,8.0,1.0,2.0,0.0,11.0,66828.0
1.0,15.0,2.0,1.0,0.0,5.0,155000.0
1.0,15.0,3.0,5.0,0.0,44.0,140000.0
1.0,5.0,3.0,2.0,0.0,22.0,16754.0
1.0,16.0,1.0,1.0,0.0,2.0,36324.0
1.0,16.0,1.0,1.0,0.0,6.0,17076.0
1.0,2.0,4.0,1.0,0.0,10.0,96808.0
1.0,16.0,2.0,2.0,0.0,17.0,140088.0
1.0,15.0,1.0,1.0,0.0,10.0,62000.0
1.0,9.0,1.0,1.0,0.0,4.0,24000.0
0.0,15.0,1.0,1.0,0.0,10.0,200000.0
1.0,15.0,2.0,2.0,0.0,15.0,100000.0
1.0,3.0,3.0,1.0,0.0,6.0,48644.0
1.0,8.0,3.0,0.0,0.0,3.0,30372.0
1.0,0.0,1.0,3.0,0.0,27.0,76831.0
0.0,0.0,1.0,3.0,0.0,20.0,125250.0
1.0,2.0,3.0,1.0,0.0,9.0,132355.0
1.0,16.0,3.0,1.0,0.0,4.0,103580.0
1.0,9.0,3.0,1.0,0.0,5.0,16980.0
3.0,16.0,1.0,1.0,0.0,1.0,14592.0
1.0,16.0,7.0,3.0,2.0,5.0,16860.0
1.0,15.0,3.0,1.0,0.0,11.0,150000.0
1.0,5.0,1.0,1.0,0.0,9.0,4189.0
1.0,2.0,3.0,1.0,1.0,4.0,60505.0
1.0,1.0,8.0,0.0,0.0,4.0,32988.0
0.0,9.0,1.0,2.0,0.0,18.0,140000.0
1.0,15.0,8.0,2.0,0.0,10.0,120000.0
1.0,5.0,1.0,0.0,0.0,1.0,7536.0
1.0,16.0,1.0,1.0,0.0,11.0,34260.0
1.0,5.0,1.0,1.0,0.0,4.0,8376.0
1.0,4.0,7.0,0.0,0.0,2.0,38915.0
1.0,15.0,1.0,1.0,0.0,4.0,100000.0
1.0,15.0,1.0,3.0,0.0,4.0,103000.0
1.0,15.0,8.0,0.0,0.0,3.0,87000.0
1.0,13.0,1.0,0.0,0.0,1.0,6120.0
1.0,16.0,3.0,1.0,0.0,10.0,57732.0
1.0,15.0,1.0,1.0,0.0,11.0,180000.0
1.0,2.0,8.0,1.0,0.0,9.0,95000.0
0.0,16.0,3.0,3.0,0.0,20.0,60000.0
1.0,16.0,1.0,1.0,0.0,2.0,105072.0
1.0,16.0,3.0,1.0,0.0,2.0,47311.0
1.0,13.0,1.0,1.0,0.0,8.0,27612.0
0.0,16.0,7.0,0.0,0.0,3.0,32424.0
1.0,4.0,5.0,2.0,0.0,10.0,64859.0
1.0,3.0,3.0,1.0,0.0,7.0,59454.0
1.0,14.0,3.0,1.0,0.0,2.0,54289.0
0.0,16.0,3.0,3.0,0.0,20.0,59454.0
1.0,15.0,3.0,3.0,2.0,25.0,90000.0
1.0,4.0,2.0,1.0,0.0,6.0,75669.0
1.0,14.0,2.0,3.0,0.0,28.0,65922.0
1.0,5.0,1.0,0.0,0.0,3.0,48866.0
1.0,15.0,3.0,1.0,0.0,2.0,155000.0
1.0,2.0,1.0,0.0,0.0,4.0,75631.0
3.0,9.0,1.0,0.0,0.0,2.0,18876.0
1.0,16.0,1.0,1.0,0.0,1.0,6276.0
1.0,10.0,3.0,1.0,0.0,5.0,40731.0
0.0,7.0,1.0,2.0,0.0,17.0,151337.0
1.0,15.0,1.0,2.0,0.0,4.0,140000.0
1.0,16.0,1.0,1.0,0.0,5.0,46140.0
1.0,7.0,1.0,1.0,0.0,8.0,77831.0
1.0,15.0,8.0,0.0,0.0,1.0,62400.0
1.0,11.0,8.0,2.0,1.0,16.0,70212.0
1.0,16.0,1.0,1.0,0.0,4.0,16800.0
0.0,5.0,1.0,2.0,0.0,9.0,5028.0
1.0,15.0,1.0,1.0,0.0,9.0,80000.0
1.0,15.0,1.0,3.0,0.0,23.0,190000.0
1.0,16.0,8.0,1.0,0.0,7.0,140088.0
1.0,8.0,8.0,1.0,0.0,5.0,39492.0
1.0,2.0,4.0,1.0,0.0,3.0,52942.0
1.0,5.0,1.0,1.0,0.0,4.0,5700.0
1.0,15.0,7.0,2.0,0.0,14.0,95000.0
1.0,15.0,1.0,1.0,0.0,6.0,70000.0
1.0,16.0,1.0,1.0,0.0,10.0,67848.0
1.0,16.0,1.0,1.0,1.0,4.0,122580.0
3.0,16.0,7.0,0.0,0.0,6.0,17496.0
1.0,10.0,7.0,2.0,0.0,12.0,25944.0
0.0,14.0,7.0,1.0,0.0,12.0,48450.0
1.0,15.0,8.0,3.0,0.0,27.0,190000.0
1.0,16.0,3.0,1.0,0.0,2.0,41508.0
0.0,1.0,1.0,1.0,1.0,3.0,19236.0
1.0,5.0,1.0,2.0,0.0,13.0,16752.0
1.0,16.0,2.0,2.0,0.0,15.0,63564.0
1.0,16.0,1.0,1.0,0.0,6.0,41758.0
1.0,5.0,1.0,0.0,0.0,0.5,4152.0
3.0,16.0,8.0,0.0,0.0,3.0,16632.0
0.0,16.0,1.0,0.0,0.0,2.0,10800.0
1.0,16.0,1.0,0.0,0.0,1.0,4620.0
1.0,5.0,1.0,0.0,0.0,2.0,13962.0
1.0,2.0,1.0,1.0,2.0,2.0,60505.0
1.0,16.0,8.0,1.0,0.0,6.0,76872.0
1.0,16.0,1.0,1.0,0.0,3.0,44965.0
1.0,16.0,8.0,1.0,0.0,8.0,48036.0
1.0,16.0,3.0,1.0,2.0,4.0,10860.0
1.0,15.0,7.0,1.0,0.0,4.0,90000.0
1.0,4.0,2.0,2.0,0.0,11.0,64860.0
1.0,15.0,1.0,1.0,0.0,2.0,86000.0
1.0,16.0,3.0,1.0,0.0,7.0,34536.0
1.0,16.0,1.0,1.0,0.0,10.0,28500.0
1.0,16.0,1.0,0.0,0.0,3.0,9624.0
1.0,8.0,3.0,1.0,0.0,15.0,168000.0
1.0,3.0,3.0,4.0,0.0,30.0,152473.0
0.0,15.0,8.0,1.0,0.0,1.0,130000.0
1.0,16.0,1.0,2.0,0.0,20.0,155844.0
1.0,16.0,1.0,2.0,0.0,8.0,46309.0
1.0,2.0,1.0,1.0,0.0,6.0,113447.0
1.0,11.0,1.0,2.0,0.0,13.0,55224.0
1.0,1.0,1.0,0.0,0.0,3.0,16488.0
1.0,15.0,8.0,0.0,0.0,1.0,70000.0
1.0,16.0,1.0,1.0,0.0,6.0,50160.0
1.0,5.0,3.0,1.0,0.0,3.0,9773.0
1.0,16.0,3.0,2.0,0.0,13.0,90000.0
1.0,16.0,1.0,1.0,1.0,7.0,46482.0
1.0,15.0,8.0,2.0,1.0,26.0,190000.0
1.0,4.0,3.0,1.0,0.0,6.0,61616.0
0.0,16.0,1.0,2.0,0.0,12.0,60000.0
1.0,5.0,1.0,1.0,0.0,7.0,21361.0
1.0,15.0,3.0,0.0,0.0,7.0,200000.0
1.0,3.0,3.0,2.0,0.0,10.0,59454.0
1.0,10.0,1.0,3.0,0.0,16.0,48644.0
1.0,11.0,1.0,1.0,0.0,6.0,61368.0
1.0,14.0,1.0,3.0,0.0,32.0,68507.0
1.0,3.0,3.0,1.0,0.0,4.0,23352.0
1.0,15.0,1.0,2.0,0.0,3.0,78153.0
1.0,5.0,1.0,1.0,0.0,6.0,34904.0
1.0,1.0,8.0,0.0,0.0,3.0,4128.0
1.0,16.0,1.0,0.0,0.0,2.0,9228.0
1.0,1.0,3.0,0.0,0.0,6.0,34908.0
3.0,4.0,3.0,2.0,0.0,6.0,64859.0
1.0,16.0,7.0,2.0,0.0,17.0,134894.0
1.0,15.0,1.0,4.0,0.0,40.0,150000.0
1.0,0.0,1.0,1.0,0.0,6.0,93533.0
1.0,15.0,1.0,1.0,0.0,4.0,58000.0
0.0,8.0,1.0,1.0,0.0,12.0,18228.0
1.0,4.0,3.0,2.0,0.0,8.0,88640.0
0.0,13.0,1.0,1.0,0.0,9.0,84000.0
1.0,15.0,1.0,0.0,0.0,2.0,164500.0
1.0,15.0,1.0,0.0,0.0,2.0,150000.0
0.0,14.0,3.0,3.0,0.0,6.0,129259.0
1.0,16.0,1.0,2.0,0.0,14.0,42372.0
1.0,5.0,3.0,3.0,0.0,22.0,125656.0
1.0,15.0,3.0,1.0,0.0,3.0,74000.0
1.0,16.0,1.0,1.0,0.0,7.0,63252.0
1.0,0.0,3.0,2.0,2.0,0.5,46767.0
1.0,0.0,1.0,1.0,0.0,5.0,66810.0
0.0,1.0,1.0,1.0,0.0,3.0,19236.0
0.0,15.0,5.0,4.0,0.0,30.0,120000.0
1.0,2.0,0.0,0.0,0.0,2.0,30250.0
1.0,7.0,3.0,2.0,0.0,10.0,81074.0
1.0,11.0,2.0,2.0,0.0,13.0,61368.0
1.0,2.0,1.0,2.0,0.0,7.0,74497.0
1.0,2.0,1.0,3.0,0.0,30.0,75631.0
1.0,8.0,8.0,2.0,0.0,20.0,30372.0
1.0,16.0,1.0,1.0,0.0,6.0,44172.0
1.0,16.0,4.0,0.0,0.0,5.0,34500.0
3.0,16.0,3.0,1.0,0.0,5.0,59454.0
1.0,14.0,3.0,1.0,2.0,3.0,59459.0
1.0,6.0,4.0,1.0,0.0,10.0,17508.0
1.0,16.0,1.0,1.0,0.0,3.0,42432.0
1.0,13.0,1.0,1.0,0.0,5.0,49308.0
3.0,16.0,8.0,1.0,0.0,4.0,4392.0
1.0,15.0,3.0,1.0,0.0,8.0,90000.0
1.0,16.0,3.0,1.0,0.0,3.0,19452.0
1.0,9.0,5.0,1.0,0.0,8.0,28308.0
1.0,15.0,1.0,3.0,0.0,21.0,70000.0
0.0,15.0,1.0,1.0,1.0,4.0,50000.0
1.0,4.0,1.0,2.0,0.0,17.0,102693.0
1.0,16.0,1.0,1.0,0.0,5.0,130397.0
1.0,1.0,8.0,0.0,0.0,0.5,7692.0
0.0,5.0,8.0,1.0,0.0,7.0,36300.0
1.0,2.0,1.0,1.0,0.0,8.0,28350.0
1.0,16.0,3.0,2.0,0.0,18.0,62950.0
1.0,5.0,1.0,0.0,0.0,2.0,11421.0
1.0,15.0,3.0,1.0,0.0,5.0,160000.0
1.0,3.0,1.0,1.0,0.0,9.0,48644.0
1.0,15.0,3.0,2.0,0.0,5.0,175000.0
1.0,5.0,3.0,0.0,0.0,2.0,6981.0
1.0,16.0,5.0,1.0,0.0,8.0,8124.0
0.0,16.0,1.0,1.0,0.0,3.0,19452.0
1.0,14.0,1.0,1.0,0.0,12.0,84019.0
1.0,16.0,1.0,3.0,0.0,15.0,140088.0
1.0,16.0,1.0,1.0,0.0,5.0,42756.0
1.0,8.0,1.0,1.0,0.0,7.0,29856.0
1.0,8.0,1.0,1.0,0.0,5.0,45564.0
1.0,4.0,1.0,0.0,0.0,2.0,44320.0
0.0,15.0,1.0,2.0,0.0,15.0,150000.0
1.0,15.0,3.0,0.0,0.0,0.5,110000.0
1.0,15.0,3.0,2.0,0.0,10.0,157400.0
1.0,12.0,2.0,2.0,0.0,19.0,179918.0
1.0,9.0,8.0,1.0,0.0,5.0,39636.0
1.0,4.0,1.0,1.0,0.0,2.0,67021.0
0.0,8.0,1.0,1.0,0.0,9.0,127572.0
1.0,2.0,8.0,0.0,1.0,3.0,49160.0
1.0,1.0,8.0,1.0,0.0,3.0,9624.0
1.0,0.0,3.0,2.0,0.0,20.0,160350.0
1.0,2.0,8.0,2.0,0.0,24.0,121010.0
1.0,16.0,3.0,1.0,0.0,9.0,39900.0
1.0,16.0,1.0,1.0,0.0,3.0,5928.0
0.0,4.0,7.0,1.0,0.0,12.0,103776.0
1.0,8.0,7.0,1.0,0.0,3.0,33408.0
1.0,15.0,1.0,0.0,0.0,0.5,170000.0
1.0,4.0,3.0,2.0,0.0,10.0,64860.0
1.0,14.0,8.0,1.0,0.0,7.0,85311.0
1.0,16.0,1.0,2.0,0.0,1.0,141288.0
1.0,5.0,1.0,1.0,0.0,10.0,27923.0
1.0,16.0,1.0,1.0,1.0,3.0,19332.0
1.0,10.0,1.0,1.0,0.0,2.0,29832.0
1.0,16.0,3.0,1.0,0.0,3.0,20760.0
1.0,15.0,1.0,1.0,0.0,1.0,112000.0
0.0,10.0,3.0,2.0,0.0,11.0,7788.0
1.0,4.0,5.0,4.0,0.0,30.0,77831.0
1.0,4.0,4.0,0.0,0.0,3.0,38916.0
1.0,5.0,3.0,1.0,0.0,8.0,64224.0
1.0,16.0,8.0,1.0,0.0,12.0,108000.0
3.0,9.0,1.0,0.0,0.0,2.0,31140.0
1.0,8.0,1.0,1.0,0.0,5.0,48600.0
1.0,5.0,1.0,0.0,0.0,0.5,6696.0
1.0,1.0,5.0,1.0,0.0,9.0,27492.0
1.0,9.0,1.0,1.0,0.0,3.0,16044.0
1.0,16.0,1.0,0.0,0.0,2.0,18840.0
1.0,16.0,1.0,1.0,0.0,3.0,30084.0
1.0,16.0,7.0,1.0,0.0,5.0,39209.0
1.0,15.0,2.0,2.0,0.0,17.0,155000.0
1.0,15.0,3.0,3.0,0.0,23.0,181000.0
1.0,0.0,0.0,2.0,0.0,4.0,76831.0
1.0,4.0,1.0,2.0,0.0,6.0,56751.0
1.0,5.0,1.0,1.0,0.0,4.0,10056.0
1.0,16.0,1.0,0.0,0.0,3.0,6636.0
1.0,16.0,3.0,1.0,0.0,4.0,64686.0
1.0,6.0,3.0,2.0,0.0,10.0,54049.0
0.0,13.0,8.0,2.0,0.0,14.0,19728.0
1.0,16.0,3.0,1.0,0.0,3.0,26124.0
1.0,16.0,1.0,0.0,0.0,1.0,62698.0
1.0,15.0,1.0,1.0,0.0,8.0,135000.0
1.0,16.0,1.0,1.0,1.0,7.0,85613.0
1.0,11.0,3.0,1.0,0.0,4.0,52776.0
1.0,5.0,2.0,1.0,0.0,7.0,8376.0
1.0,2.0,7.0,3.0,0.0,7.0,65043.0
1.0,15.0,1.0,1.0,0.0,5.0,100800.0
1.0,5.0,1.0,1.0,0.0,10.0,21417.0
0.0,16.0,1.0,1.0,0.0,6.0,50000.0
1.0,16.0,1.0,0.0,0.0,1.0,5448.0
0.0,15.0,1.0,1.0,0.0,6.0,110000.0
1.0,16.0,1.0,1.0,0.0,8.0,32424.0
1.0,15.0,1.0,1.0,0.0,5.0,100000.0
1.0,7.0,5.0,0.0,0.0,3.0,30876.0
1.0,0.0,1.0,1.0,0.0,10.0,70818.0
1.0,16.0,1.0,1.0,0.0,3.0,30180.0
1.0,13.0,1.0,1.0,0.0,4.0,14892.0
1.0,9.0,1.0,1.0,0.0,3.0,40572.0
1.0,16.0,1.0,1.0,0.0,7.0,77556.0
1.0,14.0,3.0,1.0,0.0,4.0,96621.0
1.0,14.0,3.0,1.0,0.0,7.0,64630.0
3.0,16.0,0.0,1.0,0.0,10.0,88404.0
1.0,4.0,0.0,1.0,0.0,6.0,64860.0
1.0,15.0,2.0,1.0,0.0,6.0,130000.0
1.0,3.0,3.0,1.0,0.0,6.0,42156.0
1.0,15.0,0.0,3.0,0.0,25.0,90000.0
1.0,15.0,1.0,1.0,0.0,11.0,110000.0
1.0,5.0,3.0,2.0,0.0,10.0,20384.0
1.0,16.0,1.0,1.0,0.0,13.0,116748.0
1.0,15.0,0.0,1.0,0.0,7.0,104600.0
1.0,16.0,3.0,2.0,0.0,10.0,95520.0
1.0,4.0,8.0,1.0,0.0,8.0,67561.0
1.0,16.0,8.0,1.0,0.0,2.0,13416.0
1.0,3.0,3.0,1.0,0.0,0.5,37834.0
1.0,14.0,3.0,1.0,0.0,3.0,103408.0
0.0,15.0,1.0,2.0,0.0,20.0,193000.0
1.0,16.0,1.0,1.0,0.0,3.0,15372.0
1.0,16.0,1.0,1.0,0.0,5.0,38916.0
1.0,5.0,1.0,1.0,0.0,6.0,16754.0
0.0,1.0,3.0,2.0,0.0,15.0,22907.0
1.0,16.0,8.0,1.0,0.0,5.0,63444.0
1.0,16.0,7.0,0.0,0.0,5.0,31128.0
1.0,16.0,1.0,0.0,0.0,3.0,4800.0
1.0,5.0,1.0,1.0,0.0,5.0,9620.0
1.0,5.0,1.0,1.0,0.0,3.0,11169.0
0.0,16.0,3.0,3.0,0.0,17.0,75264.0
1.0,16.0,2.0,1.0,0.0,4.0,58368.0
1.0,15.0,1.0,1.0,0.0,3.0,127500.0
1.0,16.0,1.0,0.0,0.0,3.0,21348.0
0.0,8.0,3.0,2.0,0.0,17.0,38916.0
0.0,16.0,1.0,2.0,0.0,9.0,11544.0
1.0,16.0,1.0,0.0,2.0,3.0,24420.0
1.0,15.0,8.0,4.0,2.0,15.0,120000.0
1.0,15.0,1.0,1.0,0.0,7.0,110000.0
1.0,15.0,1.0,1.0,0.0,9.0,83000.0
1.0,16.0,1.0,3.0,0.0,29.0,107730.0
1.0,16.0,1.0,1.0,0.0,9.0,10344.0
1.0,5.0,1.0,1.0,0.0,2.0,8796.0
1.0,14.0,1.0,3.0,0.0,20.0,71739.0
1.0,11.0,1.0,1.0,0.0,6.0,60756.0
1.0,7.0,3.0,2.0,0.0,14.0,81074.0
1.0,15.0,8.0,3.0,0.0,25.0,100000.0
1.0,15.0,8.0,2.0,0.0,10.0,80000.0
1.0,5.0,3.0,1.0,0.0,6.0,22339.0
1.0,5.0,1.0,1.0,0.0,10.0,7000.0
1.0,16.0,1.0,0.0,0.0,0.5,4236.0
1.0,4.0,1.0,0.0,0.0,3.0,45401.0
1.0,5.0,1.0,2.0,0.0,10.0,23316.0
1.0,16.0,1.0,2.0,0.0,6.0,77832.0
1.0,16.0,8.0,0.0,0.0,1.0,15924.0
1.0,15.0,1.0,1.0,0.0,12.0,115000.0
1.0,16.0,8.0,1.0,0.0,6.0,36252.0
1.0,15.0,8.0,2.0,2.0,14.0,76000.0
1.0,16.0,5.0,3.0,0.0,20.0,9732.0
1.0,3.0,4.0,2.0,0.0,12.0,54049.0
1.0,14.0,7.0,0.0,0.0,6.0,45241.0
1.0,16.0,3.0,1.0,0.0,8.0,51888.0
1.0,16.0,1.0,2.0,0.0,5.0,43536.0
1.0,15.0,1.0,3.0,0.0,25.0,110000.0
1.0,15.0,3.0,1.0,0.0,3.0,135000.0
1.0,15.0,2.0,1.0,0.0,6.0,135000.0
1.0,14.0,3.0,3.0,0.0,25.0,96945.0
